Nom;Sexe;Age;Nation;Continent;Ranking;Kata;Style;Note;N_Tour;Competition;Region_monde;Ceinture;Victoire;Type_Compet;Year
Armada_Ruiz_Andrea;F;24.0;VEN;South_Am;53.0;Ohan_Dai;ShitoRyu;38.3;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Putri_Aprilia_Krisda;F;25.0;INA;Est_Asia;34.0;Ohan_Dai;ShitoRyu;38.7;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Bozan_Dilara;F;27.0;TUR;Europe;7.0;Kururunfa;ShitoRyu;40.7;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Minano_Lanyfer;F;20.0;SUI;Europe;43.0;Kururunfa;ShitoRyu;38.8;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Putri_Aprilia_Krisda;F;25.0;INA;Est_Asia;34.0;Papuren;ShitoRyu;38.7;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Bozan_Dilara;F;27.0;TUR;Europe;7.0;Papuren;ShitoRyu;39.3;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Armada_Ruiz_Andrea;F;24.0;VEN;South_Am;53.0;Chibana_No_Kushanku;ShitoRyu;37.6;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Minano_Lanyfer;F;20.0;SUI;Europe;43.0;Ohan_Dai;ShitoRyu;37.6;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Armada_Ruiz_Andrea;F;24.0;VEN;South_Am;53.0;Papuren;ShitoRyu;38.9;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Bozan_Dilara;F;27.0;TUR;Europe;7.0;Ohan_Dai;ShitoRyu;40.9;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Putri_Aprilia_Krisda;F;25.0;INA;Est_Asia;34.0;Suparinpei;ShitoRyu;38.3;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Minano_Lanyfer;F;20.0;SUI;Europe;43.0;Papuren;ShitoRyu;39.1;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Tsiakmaki_Athina;F;16.0;GRE;Europe;24.0;Anan_Dai;ShitoRyu;37.8;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Williams_Danni;F;19.0;ENG;Europe;78.0;Kururunfa;ShitoRyu;37.7;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Miskova_Veronika;F;31.0;CZE;Europe;28.0;Suparinpei;ShitoRyu;39.4;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Chibana_No_Kushanku;ShitoRyu;42.1;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Williams_Danni;F;19.0;ENG;Europe;78.0;Papuren;ShitoRyu;37.2;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Miskova_Veronika;F;31.0;CZE;Europe;28.0;Kururunfa;ShitoRyu;38.9;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Tsiakmaki_Athina;F;16.0;GRE;Europe;24.0;Suparinpei;ShitoRyu;37.7;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Suparinpei;ShitoRyu;40.9;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Tsiakmaki_Athina;F;16.0;GRE;Europe;24.0;Papuren;ShitoRyu;39.3;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Miskova_Veronika;F;31.0;CZE;Europe;28.0;Papuren;ShitoRyu;39.9;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Williams_Danni;F;19.0;ENG;Europe;78.0;Anan;ShitoRyu;37.5;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Nipaipo;ShitoRyu;41.6;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Morales_Ozuna_Gema;F;28.0;ESP;Europe;32.0;Chibana_No_Kushanku;ShitoRyu;38.6;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Feracci_Alexandra;F;31.0;FRA;Europe;45.0;Papuren;ShitoRyu;37.0;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Donofrio_Terryana;F;27.0;ITA;Europe;10.0;Kururunfa;ShitoRyu;39.7;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Jay_Shirley;F;16.0;GER;Europe;19.0;Papuren;ShitoRyu;34.9;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Feracci_Alexandra;F;31.0;FRA;Europe;45.0;Kishimoto_No_Kushanku;ShitoRyu;39.0;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Donofrio_Terryana;F;27.0;ITA;Europe;10.0;Ohan_Dai;ShitoRyu;41.0;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Morales_Ozuna_Gema;F;28.0;ESP;Europe;32.0;Suparinpei;ShitoRyu;39.4;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Jay_Shirley;F;16.0;GER;Europe;19.0;Chatanyara_Kushanku;ShitoRyu;39.3;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Morales_Ozuna_Gema;F;28.0;ESP;Europe;32.0;Chatanyara_Kushanku;ShitoRyu;39.4;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Donofrio_Terryana;F;27.0;ITA;Europe;10.0;Papuren;ShitoRyu;41.0;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Feracci_Alexandra;F;31.0;FRA;Europe;45.0;Kururunfa;ShitoRyu;39.5;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Jay_Shirley;F;16.0;GER;Europe;19.0;Anan_Dai;ShitoRyu;37.9;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Lo_Sum_Man;F;22.0;HKG;Est_Asia;36.0;Papuren;ShitoRyu;39.1;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Mariana_Semblano;F;23.0;POR;Europe;124.0;Ohan_Dai;ShitoRyu;36.9;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Chatanyara_Kushanku;ShitoRyu;40.6;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Kokumai_Sakura;F;31.0;USA;North_Am;5.0;Papuren;ShitoRyu;39.7;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Mariana_Semblano;F;23.0;POR;Europe;124.0;Suparinpei;ShitoRyu;37.8;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Suparinpei;ShitoRyu;41.3;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Lo_Sum_Man;F;22.0;HKG;Est_Asia;36.0;Chatanyara_Kushanku;ShitoRyu;39.3;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Kokumai_Sakura;F;31.0;USA;North_Am;5.0;Chibana_No_Kushanku;ShitoRyu;39.6;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Lo_Sum_Man;F;22.0;HKG;Est_Asia;36.0;Suparinpei;ShitoRyu;39.7;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Papuren;ShitoRyu;42.1;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Mariana_Semblano;F;23.0;POR;Europe;124.0;Kururunfa;ShitoRyu;37.1;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Kokumai_Sakura;F;31.0;USA;North_Am;5.0;Kururunfa;ShitoRyu;39.8;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Juettner_Jasmin;F;31.0;GER;Europe;28.0;Gojushiho_Sho;Shotokan;38.4;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Afsaneh_Mahsa;F;36.0;IRI;West_Asia;26.0;Kishimoto_No_Kushanku;ShitoRyu;39.4;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Vanusanikova_Jana;F;24.0;SVK;Europe;62.0;Papuren;ShitoRyu;37.1;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Manca_Chiara;F;19.0;BEL;Europe;22.0;Ohan_Dai;ShitoRyu;38.9;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Afsaneh_Mahsa;F;36.0;IRI;West_Asia;26.0;Gojushiho_Dai;Shotokan;39.1;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Vanusanikova_Jana;F;24.0;SVK;Europe;62.0;Suparinpei;ShitoRyu;36.6;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Juettner_Jasmin;F;31.0;GER;Europe;28.0;Unsu;Shotokan;38.6;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Manca_Chiara;F;19.0;BEL;Europe;22.0;Suparinpei;ShitoRyu;39.2;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Juettner_Jasmin;F;31.0;GER;Europe;28.0;Sansai;Shotokan;39.0;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Vanusanikova_Jana;F;24.0;SVK;Europe;62.0;Anan_Dai;ShitoRyu;36.8;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Afsaneh_Mahsa;F;36.0;IRI;West_Asia;26.0;Chatanyara_Kushanku;ShitoRyu;40.8;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Manca_Chiara;F;19.0;BEL;Europe;22.0;Papuren;ShitoRyu;39.4;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Casale_Carola;F;25.0;ITA;Europe;33.0;Papuren;ShitoRyu;40.3;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Turner_Nicole;F;21.0;ENG;Europe;110.0;Papuren;ShitoRyu;37.8;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
En_Nesyry_Aya;F;24.0;MAR;North_Africa;8.0;Unsu;Shotokan;38.6;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Chibana_No_Kushanku;ShitoRyu;41.9;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Turner_Nicole;F;21.0;ENG;Europe;110.0;Ohan_Dai;ShitoRyu;37.0;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
En_Nesyry_Aya;F;24.0;MAR;North_Africa;8.0;Gojushiho_Sho;Shotokan;40.2;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Casale_Carola;F;25.0;ITA;Europe;33.0;Chibana_No_Kushanku;ShitoRyu;40.7;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Papuren;ShitoRyu;42.2;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Casale_Carola;F;25.0;ITA;Europe;33.0;Chatanyara_Kushanku;ShitoRyu;38.7;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
En_Nesyry_Aya;F;24.0;MAR;North_Africa;8.0;Gankaku;Shotokan;37.9;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Turner_Nicole;F;21.0;ENG;Europe;110.0;Chatanyara_Kushanku;ShitoRyu;36.7;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Nipaipo;ShitoRyu;41.0;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Cruz_Ana;F;29.0;POR;Europe;15.0;Anan;ShitoRyu;37.9;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Taily_Helvetia;F;25.0;FRA;Europe;21.0;Gojushiho_Sho;Shotokan;38.2;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Shimizu_Natsuki;F;26.0;JPN;Est_Asia;17.0;Kururunfa;ShitoRyu;40.0;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Garcia_Lozano_Paola;F;18.0;ESP;Europe;11.0;Papuren;ShitoRyu;39.3;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Taily_Helvetia;F;25.0;FRA;Europe;21.0;Gojushiho_Dai;Shotokan;39.7;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Shimizu_Natsuki;F;26.0;JPN;Est_Asia;17.0;Suparinpei;ShitoRyu;41.0;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Cruz_Ana;F;29.0;POR;Europe;15.0;Papuren;ShitoRyu;38.7;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Garcia_Lozano_Paola;F;18.0;ESP;Europe;11.0;Suparinpei;ShitoRyu;39.6;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Cruz_Ana;F;29.0;POR;Europe;15.0;Ohan_Dai;ShitoRyu;38.7;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Shimizu_Natsuki;F;26.0;JPN;Est_Asia;17.0;Anan;ShitoRyu;40.7;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Taily_Helvetia;F;25.0;FRA;Europe;21.0;Gankaku;Shotokan;39.5;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Garcia_Lozano_Paola;F;18.0;ESP;Europe;11.0;Chatanyara_Kushanku;ShitoRyu;39.1;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Xenou_Georgia_Archontia;F;26.0;GRE;Europe;14.0;Papuren;ShitoRyu;39.8;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Dominici_Roberta;F;17.0;ITA;Europe;9.0;Anan_Dai;ShitoRyu;37.5;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Xenou_Georgia_Archontia;F;26.0;GRE;Europe;14.0;Chatanyara_Kushanku;ShitoRyu;39.9;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Lau_Mo_Sheung_Grace;F;32.0;HKG;Est_Asia;1.0;Tomari_Bassai;ShitoRyu;41.9;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Dominici_Roberta;F;17.0;ITA;Europe;9.0;Ohan_Dai;ShitoRyu;37.5;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Lau_Mo_Sheung_Grace;F;32.0;HKG;Est_Asia;1.0;Chibana_No_Kushanku;ShitoRyu;39.4;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Bozan_Dilara;F;27.0;TUR;Europe;7.0;Anan_Dai;ShitoRyu;40.8;R1;K1_Paris;West_EUR;R;False;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Papuren;ShitoRyu;42.8;R1;K1_Paris;West_EUR;B;True;K1;2024
Donofrio_Terryana;F;27.0;ITA;Europe;10.0;Suparinpei;ShitoRyu;41.9;R1;K1_Paris;West_EUR;R;False;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Chibana_No_Kushanku;ShitoRyu;43.0;R1;K1_Paris;West_EUR;B;True;K1;2024
Afsaneh_Mahsa;F;36.0;IRI;West_Asia;26.0;Unsu;Shotokan;40.9;R1;K1_Paris;West_EUR;R;False;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Suparinpei;ShitoRyu;42.5;R1;K1_Paris;West_EUR;B;True;K1;2024
Shimizu_Natsuki;F;26.0;JPN;Est_Asia;17.0;Chatanyara_Kushanku;ShitoRyu;41.1;R1;K1_Paris;West_EUR;R;False;K1;2024
Lau_Mo_Sheung_Grace;F;32.0;HKG;Est_Asia;1.0;Suparinpei;ShitoRyu;42.9;R1;K1_Paris;West_EUR;B;True;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Chatanyara_Kushanku;ShitoRyu;42.1;R2;K1_Paris;West_EUR;R;False;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Oyadomari_No_Passai;ShitoRyu;43.0;R2;K1_Paris;West_EUR;B;True;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Chatanyara_Kushanku;ShitoRyu;42.7;R2;K1_Paris;West_EUR;R;True;K1;2024
Lau_Mo_Sheung_Grace;F;32.0;HKG;Est_Asia;1.0;Chatanyara_Kushanku;ShitoRyu;42.1;R2;K1_Paris;West_EUR;B;False;K1;2024
Donofrio_Terryana;F;27.0;ITA;Europe;10.0;Anan_Dai;ShitoRyu;41.9;Bronze;K1_Paris;West_EUR;R;False;K1;2024
Ohuchi_Mirisa;F;22.0;JPN;Est_Asia;6.0;Papuren;ShitoRyu;43.5;Bronze;K1_Paris;West_EUR;B;True;K1;2024
Afsaneh_Mahsa;F;36.0;IRI;West_Asia;26.0;Chibana_No_Kushanku;ShitoRyu;41.0;Bronze;K1_Paris;West_EUR;R;False;K1;2024
Lau_Mo_Sheung_Grace;F;32.0;HKG;Est_Asia;1.0;Papuren;ShitoRyu;43.6;Bronze;K1_Paris;West_EUR;B;True;K1;2024
Azuma_Saeko;F;23.0;JPN;Est_Asia;9.0;Chatanyara_Kushanku;ShitoRyu;43.6;Final;K1_Paris;West_EUR;R;False;K1;2024
Ono_Maho;F;25.0;JPN;Est_Asia;4.0;Papuren;ShitoRyu;44.0;Final;K1_Paris;West_EUR;B;True;K1;2024
Ortiz_Aquino_Jeffersont;M;24.0;VEN;South_Am;61.0;Papuren;ShitoRyu;40.7;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Ozdemir_Enes;M;22.0;TUR;Europe;17.0;Gojushiho_Sho;Shotokan;42.4;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Abe_Sakichi;M;21.0;JPN;Est_Asia;8.0;Ohan;ShitoRyu;43.5;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Kimura_Dyun;M;34.0;BRA;South_Am;33.0;Papuren;ShitoRyu;38.6;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Ozdemir_Enes;M;22.0;TUR;Europe;17.0;Unsu;Shotokan;42.8;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Abe_Sakichi;M;21.0;JPN;Est_Asia;8.0;Ohan_Dai;ShitoRyu;42.0;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Ortiz_Aquino_Jeffersont;M;24.0;VEN;South_Am;61.0;Anan_Dai;ShitoRyu;40.8;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Kimura_Dyun;M;34.0;BRA;South_Am;33.0;Ohan_Dai;ShitoRyu;39.4;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Ortiz_Aquino_Jeffersont;M;24.0;VEN;South_Am;61.0;Ohan_Dai;ShitoRyu;40.9;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Abe_Sakichi;M;21.0;JPN;Est_Asia;8.0;Anan_Dai;ShitoRyu;43.3;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Ozdemir_Enes;M;22.0;TUR;Europe;17.0;Gojushiho_Dai;Shotokan;42.1;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Kimura_Dyun;M;34.0;BRA;South_Am;33.0;Anan;ShitoRyu;38.8;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Hussain_Mohammad;M;27.0;KUW;West_Asia;19.0;Gojushiho_Sho;Shotokan;40.6;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Iodice_Alessandro;M;31.0;ITA;Europe;24.0;Gojushiho_Sho;Shotokan;41.4;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Harrison_James;M;21.0;ENG;Europe;34.0;Chatanyara_Kushanku;ShitoRyu;38.6;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Torres_Gutierrez_Ariel;M;26.0;USA;North_Am;2.0;Ohan;ShitoRyu;42.4;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Iodice_Alessandro;M;31.0;ITA;Europe;24.0;Enpi;Shotokan;40.3;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Harrison_James;M;21.0;ENG;Europe;34.0;Papuren;ShitoRyu;38.9;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Hussain_Mohammad;M;27.0;KUW;West_Asia;19.0;Gojushiho_Dai;Shotokan;39.2;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Torres_Gutierrez_Ariel;M;26.0;USA;North_Am;2.0;Kururunfa;ShitoRyu;41.8;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Hussain_Mohammad;M;27.0;KUW;West_Asia;19.0;Unsu;Shotokan;39.6;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Harrison_James;M;21.0;ENG;Europe;34.0;Suparinpei;ShitoRyu;38.0;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Iodice_Alessandro;M;31.0;ITA;Europe;24.0;Unsu;Shotokan;41.5;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Torres_Gutierrez_Ariel;M;26.0;USA;North_Am;2.0;Ohan_Dai;ShitoRyu;43.2;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Almosawi_Sayed_Mohammed;M;29.0;KUW;West_Asia;25.0;Gojushiho_Dai;Shotokan;40.5;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Hung_Ho_Wai_Howard;M;31.0;HKG;Est_Asia;21.0;Ohan;ShitoRyu;41.3;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Kikuchi_Ryonosuke;M;24.0;JPN;Est_Asia;12.0;Anan_Dai;ShitoRyu;41.7;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Zaresta_Yuda_Ahmad_Zigi;M;26.0;INA;Est_Asia;72.0;Unsu;Shotokan;38.8;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Hung_Ho_Wai_Howard;M;31.0;HKG;Est_Asia;21.0;Chibana_No_Kushanku;ShitoRyu;40.9;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Kikuchi_Ryonosuke;M;24.0;JPN;Est_Asia;12.0;Ohan_Dai;ShitoRyu;41.4;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Almosawi_Sayed_Mohammed;M;29.0;KUW;Est_Asia;25.0;Unsu;Shotokan;40.6;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Zaresta_Yuda_Ahmad_Zigi;M;26.0;INA;Est_Asia;72.0;Gankaku;Shotokan;39.9;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Almosawi_Sayed_Mohammed;M;29.0;KUW;Est_Asia;25.0;Gojushiho_Sho;Shotokan;41.0;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Kikuchi_Ryonosuke;M;24.0;JPN;Est_Asia;12.0;Anan;ShitoRyu;42.3;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Hung_Ho_Wai_Howard;M;31.0;HKG;Est_Asia;21.0;Ohan_Dai;ShitoRyu;41.6;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Zaresta_Yuda_Ahmad_Zigi;M;26.0;INA;Est_Asia;72.0;Sochin;Shotokan;39.8;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Moto_Ryuji;M;26.0;JPN;Est_Asia;10.0;Gojushiho_Sho;Shotokan;42.5;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Benmekhlouf_Saber;M;23.0;ALG;North_Africa;20.0;Gojushiho_Sho;Shotokan;39.2;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Ujihara_Yuki;M;23.0;SUI;Europe;38.0;Papuren;ShitoRyu;40.1;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Quintero_Capdevila_Damian_Hugo;M;39.0;ESP;Europe;5.0;Kururunfa;ShitoRyu;42.4;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Benmekhlouf_Saber;M;23.0;ALG;North_Africa;20.0;Unsu;Shotokan;39.8;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
Ujihara_Yuki;M;23.0;SUI;Europe;38.0;Kururunfa;ShitoRyu;40.7;Pool_2;K1_Paris;West_EUR;B;True;K1;2024
Moto_Ryuji;M;26.0;JPN;Est_Asia;10.0;Sochin;Shotokan;43.4;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Quintero_Capdevila_Damian_Hugo;M;39.0;ESP;Europe;5.0;Anan_Dai;ShitoRyu;42.8;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Moto_Ryuji;M;26.0;JPN;Est_Asia;10.0;Enpi;Shotokan;42.5;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Ujihara_Yuki;M;23.0;SUI;Europe;38.0;Suparinpei;ShitoRyu;40.9;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Benmekhlouf_Saber;M;23.0;ALG;North_Africa;20.0;Gojushiho_Dai;Shotokan;40.3;Pool_3;K1_Paris;West_EUR;R;False;K1;2024
Quintero_Capdevila_Damian_Hugo;M;39.0;ESP;Europe;5.0;Pachu;ShitoRyu;42.1;Pool_3;K1_Paris;West_EUR;B;True;K1;2024
Martin_Romero_Raul;M;22.0;ESP;Europe;67.0;Chibana_No_Kushanku;ShitoRyu;41.0;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Moto_Kazumasa;M;28.0;JPN;Est_Asia;4.0;Gojushiho_Dai;Shotokan;42.6;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Ghinami_Alessio;M;21.0;ITA;Europe;9.0;Gojushiho_Sho;Shotokan;40.4;Pool_1;K1_Paris;West_EUR;R;True;K1;2024
Hrcka_Roman;M;20.0;SVK;Europe;29.0;Suparinpei;ShitoRyu;38.3;Pool_1;K1_Paris;West_EUR;B;False;K1;2024
Moto_Kazumasa;M;28.0;JPN;Est_Asia;4.0;Unsu;Shotokan;42.3;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Ghinami_Alessio;M;21.0;ITA;Europe;9.0;Gojushiho_Dai;Shotokan;40.5;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Martin_Romero_Raul;M;22.0;ESP;Europe;67.0;Ohan_Dai;ShitoRyu;40.5;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Hrcka_Roman;M;20.0;SVK;Europe;29.0;Papuren;ShitoRyu;39.1;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Martin_Romero_Raul;M;22.0;ESP;Europe;67.0;Chatanyara_Kushanku;ShitoRyu;41.9;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Ghinami_Alessio;M;21.0;ITA;Europe;9.0;Unsu;Shotokan;40.6;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Moto_Kazumasa;M;28.0;JPN;Est_Asia;4.0;Sochin;Shotokan;42.0;Pool_3;K1_Paris;West_EUR;R;True;K1;2024
Hrcka_Roman;M;20.0;SVK;Europe;29.0;Chibana_No_Kushanku;ShitoRyu;39.2;Pool_3;K1_Paris;West_EUR;B;False;K1;2024
Abu_Wahib_Jonas;M;16.0;GER;Europe;13.0;Kanku_Sho;Shotokan;38.3;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Ngoan_Franck;M;24.0;FRA;Europe;35.0;Gojushiho_Sho;Shotokan;38.7;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Tozaki_Taishi;M;24.0;USA;North_Am;41.0;Chatanyara_Kushanku;ShitoRyu;40.0;Pool_1;K1_Paris;West_EUR;R;False;K1;2024
Sofuoglu_Ali;M;29.0;TUR;Europe;3.0;Gojushiho_Sho;Shotokan;42.2;Pool_1;K1_Paris;West_EUR;B;True;K1;2024
Ngoan_Franck;M;24.0;FRA;Europe;35.0;Unsu;Shotokan;40.5;Pool_2;K1_Paris;West_EUR;R;True;K1;2024
Tozaki_Taishi;M;24.0;USA;North_Am;41.0;Anan_Dai;ShitoRyu;40.4;Pool_2;K1_Paris;West_EUR;B;False;K1;2024
Abu_Wahib_Jonas;M;16.0;GER;Europe;13.0;Unsu;Shotokan;38.9;Pool_2;K1_Paris;West_EUR;R;False;K1;2024
